Acidity,Aftertaste,Aroma,Balance,Body,C1,C2,Clean.Cup,Country,Cupper.Points,Flavor,Grading,Harvest,Moisture,Owner,Species,Sweetness,Total.Cup.Points,Uniform.Cup,Uniformity
7.42,7.42,7.33,7.67,7.67,0,0,10.0,Colombia,7.58,7.58,"November 16th, 2011",Spring 2011 in Colombia.,0.11,george a. fernandez,Arabica,10.0,82.67,,10.0
7.67,7.5,7.83,7.58,7.5,2,0,10.0,United States (Hawaii),7.58,7.67,"September 20th, 2011",,0.03,kona pacific farmers cooperative,Arabica,9.33,82.67,,10.0
7.75,7.25,7.75,7.58,7.67,0,1,10.0,Mexico,7.08,7.58,"April 6th, 2011",2010-2011,0.0,young kim,Arabica,10.0,82.67,,10.0
7.33,7.67,8.08,7.17,7.33,0,3,10.0,Colombia,7.42,7.67,"February 9th, 2011",4T/10,0.08,exportadora de cafe condor s.a,Arabica,10.0,82.67,,10.0
7.33,7.33,7.5,7.83,7.67,0,2,10.0,Colombia,7.58,7.42,"September 3rd, 2010",2009-2010,0.21,racafe & cia s.c.a,Arabica,10.0,82.67,,10.0
7.75,7.42,7.5,7.5,7.5,0,2,10.0,Guatemala,7.5,7.42,"September 8th, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,82.58,,10.0
7.42,7.5,7.67,7.5,7.58,0,0,10.0,Taiwan,7.5,7.42,"August 22nd, 2017",2016,0.11,"lin, che-hao krude 林哲豪",Arabica,10.0,82.58,,10.0
7.5,7.42,7.5,7.33,7.75,0,7,10.0,Brazil,7.5,7.58,"April 19th, 2017",2016,0.11,gabriel barbara,Arabica,10.0,82.58,,10.0
7.08,7.0,7.25,7.0,7.0,0,0,10.0,Taiwan,10.0,7.25,"February 13th, 2017",2016 / 2017,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.58,,10.0
7.33,7.5,7.42,7.67,7.25,1,2,10.0,Brazil,8.0,7.42,"December 28th, 2015",2016,0.0,bourbon specialty coffees,Arabica,10.0,82.58,,10.0
7.33,7.42,7.83,7.5,7.42,0,6,10.0,Indonesia,7.5,7.58,"September 15th, 2015",2015,0.13,andry simarmata,Arabica,10.0,82.58,,10.0
7.67,7.42,7.75,7.5,7.42,0,0,10.0,Thailand,7.5,7.33,"June 9th, 2015",2014,0.12,doi tung development project,Arabica,10.0,82.58,,10.0
7.42,7.58,7.42,7.5,7.58,0,1,10.0,Thailand,7.5,7.58,"February 15th, 2015",2014,0.12,松澤宏樹 koju matsuzawa,Arabica,10.0,82.58,,10.0
7.5,7.33,7.75,7.5,7.58,0,1,10.0,"Tanzania, United Republic Of",7.5,7.42,"December 12th, 2014",2014,0.12,tembo coffee company ltd,Arabica,10.0,82.58,,10.0
7.58,7.42,7.83,7.42,7.42,0,0,10.0,Uganda,7.42,7.5,"June 30th, 2014",2013,0.12,kawacom uganda ltd,Arabica,10.0,82.58,,10.0
7.67,7.5,7.67,7.75,7.0,0,3,10.0,Costa Rica,7.58,7.42,"May 9th, 2014",2013,0.11,eric thormaehlen,Arabica,10.0,82.58,,10.0
7.75,7.42,7.58,7.67,7.67,0,11,10.0,Mexico,7.58,7.58,"April 18th, 2014",2014,0.0,dane loraas,Arabica,10.0,82.58,,9.33
7.58,7.42,7.5,7.58,7.42,0,4,10.0,Guatemala,7.5,7.58,"December 10th, 2013",2012,0.0,brent hall,Arabica,10.0,82.58,,10.0
7.42,7.33,7.75,7.83,7.5,0,3,10.0,Colombia,7.5,7.25,"April 16th, 2013",2013,0.11,exportadora de cafe condor s.a,Arabica,10.0,82.58,,10.0
7.25,7.75,7.75,7.58,7.33,0,3,10.0,Colombia,7.42,7.5,"October 9th, 2012",2012,0.11,exportadora de cafe condor s.a,Arabica,10.0,82.58,,10.0
7.58,7.42,7.58,7.42,7.67,0,0,10.0,Colombia,7.42,7.5,"February 27th, 2013",2013,0.11,exportadora de cafe condor s.a,Arabica,10.0,82.58,,10.0
7.5,7.5,7.5,7.5,7.42,0,6,10.0,Mexico,7.58,7.58,"September 4th, 2012",2012,0.1,guillermo rojas saldana,Arabica,10.0,82.58,,10.0
7.75,7.58,7.67,6.83,7.67,0,0,10.0,Mexico,7.5,7.58,"July 2nd, 2012",2012,0.12,organizaciones de productores de cafe colimense,Arabica,10.0,82.58,,10.0
7.42,7.58,7.33,7.5,7.67,2,2,10.0,Colombia,7.67,7.42,"June 13th, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,82.58,,10.0
7.75,7.33,7.58,7.5,7.5,0,4,10.0,Brazil,7.42,7.5,"October 28th, 2011",2011,0.0,nucoffee,Arabica,10.0,82.58,,10.0
7.5,7.5,7.5,7.5,7.58,0,4,10.0,Brazil,7.42,7.5,"October 20th, 2017",2017 / 2018,0.11,ipanema coffees,Arabica,10.0,82.5,,10.0
7.5,7.25,7.83,7.33,7.42,0,5,10.0,Indonesia,7.42,7.75,"September 4th, 2017",2017,0.11,sanjava coffee,Arabica,10.0,82.5,,10.0
7.5,7.33,7.58,7.5,7.5,0,4,10.0,Honduras,7.5,7.58,"June 3rd, 2017",2017,0.1,elsy reyes,Arabica,10.0,82.5,,10.0
7.5,7.33,7.5,7.5,7.67,0,2,10.0,Guatemala,7.5,7.5,"March 16th, 2016",2016,0.1,juan luis alvarado romero,Arabica,10.0,82.5,,10.0
7.75,7.5,7.5,7.42,7.33,0,0,10.0,Thailand,7.83,7.83,"June 9th, 2015",2014,0.12,doi tung development project,Arabica,10.0,82.5,,9.33
7.5,7.5,7.33,7.5,7.67,0,0,10.0,Thailand,7.5,7.5,"February 15th, 2015",2014,0.11,松澤宏樹 koju matsuzawa,Arabica,10.0,82.5,,10.0
7.58,7.33,7.67,7.5,7.5,0,1,10.0,"Tanzania, United Republic Of",7.5,7.42,"December 18th, 2014",2014,0.12,shah plantations,Arabica,10.0,82.5,,10.0
7.58,7.42,7.75,7.58,7.58,0,3,10.0,"Tanzania, United Republic Of",7.58,7.0,"December 12th, 2014",2014,0.12,amkeni gourmet coffee group,Arabica,10.0,82.5,,10.0
7.67,7.5,7.42,7.5,7.25,0,1,10.0,Mexico,7.58,7.58,"April 14th, 2014",2013,0.0,lusso lab,Arabica,10.0,82.5,,10.0
7.33,7.67,7.42,7.67,7.42,0,0,10.0,Brazil,7.5,7.5,"January 14th, 2014",2013/2014,0.11,ipanema coffees,Arabica,10.0,82.5,,10.0
7.67,7.33,7.83,7.5,7.42,0,4,10.0,Guatemala,7.33,7.42,"May 30th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,82.5,,10.0
7.42,7.42,7.5,7.58,7.58,0,1,10.0,Colombia,7.5,7.5,"May 7th, 2013",2013,0.11,exportadora de cafe condor s.a,Arabica,10.0,82.5,,10.0
7.33,7.17,7.83,7.67,7.5,0,0,10.0,Guatemala,7.33,7.67,"February 26th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,82.5,,10.0
7.5,7.5,7.5,7.42,7.42,0,10,10.0,Mexico,7.58,7.58,"September 27th, 2012",2012,0.13,saul m. hernandez ramirez,Arabica,10.0,82.5,,10.0
7.67,7.33,7.67,7.33,7.5,0,5,10.0,Mexico,7.5,7.5,"July 26th, 2012",2012,0.12,enrique mitre lopez,Arabica,10.0,82.5,,10.0
7.58,7.33,7.92,7.42,7.25,0,2,10.0,Mexico,7.5,7.5,"June 7th, 2012",2012,0.11,enrique eduardo lopez aguilar,Arabica,10.0,82.5,,10.0
7.33,7.33,7.67,7.83,7.5,0,5,10.0,Guatemala,7.5,7.33,"March 26th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,82.5,,10.0
7.67,7.33,7.67,7.5,7.5,0,4,10.0,Brazil,7.42,7.42,"March 16th, 2012",2012,0.0,jacques pereira carneiro,Arabica,10.0,82.5,,10.0
7.5,7.33,7.67,7.67,7.25,1,3,10.0,Colombia,7.58,7.5,"March 5th, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,82.5,,10.0
7.75,7.33,7.33,7.67,7.42,2,3,10.0,United States (Hawaii),7.58,7.42,"February 23rd, 2012",2012,0.12,kona pacific farmers cooperative,Arabica,10.0,82.5,,10.0
7.67,7.67,7.75,7.58,7.58,1,14,10.0,Guatemala,7.33,7.58,"July 23rd, 2010",,0.01,adam kline,Arabica,10.0,82.5,,9.33
7.58,7.17,7.42,7.5,7.58,0,6,10.0,Honduras,7.5,7.67,"September 27th, 2017",2017,0.12,brian beck,Arabica,10.0,82.42,,10.0
7.75,7.33,7.58,7.5,7.33,0,2,10.0,Guatemala,7.42,7.5,"September 8th, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,82.42,,10.0
7.67,7.25,7.67,7.33,7.42,0,0,10.0,Guatemala,7.5,7.58,"June 1st, 2017",2016,0.12,juan luis alvarado romero,Arabica,10.0,82.42,,10.0
7.67,7.25,7.58,7.5,7.5,0,0,10.0,Guatemala,7.42,7.5,"June 1st, 2017",2017,0.12,juan luis alvarado romero,Arabica,10.0,82.42,,10.0
7.75,7.08,7.5,7.5,7.67,0,3,10.0,Guatemala,7.5,7.42,"January 20th, 2017",2017,0.11,juan luis alvarado romero,Arabica,10.0,82.42,,10.0
7.75,7.83,5.08,8.08,7.83,0,1,10.0,Colombia,8.08,7.75,"August 5th, 2016",2016,0.11,racafe & cia s.c.a,Arabica,10.0,82.42,,10.0
7.5,7.42,7.67,7.42,7.42,0,0,10.0,China,7.58,7.42,"April 6th, 2016",2015,0.1,yunnan coffee exchange,Arabica,10.0,82.42,,10.0
7.5,7.33,7.42,7.42,7.25,0,0,10.0,Brazil,8.0,7.5,"January 12th, 2016",2016,0.11,bourbon specialty coffees,Arabica,10.0,82.42,,10.0
7.42,7.42,7.67,7.42,7.67,0,7,10.0,"Tanzania, United Republic Of",7.58,7.25,"November 16th, 2015",2015/2016,0.13,gladness obed pallangyo,Arabica,10.0,82.42,,10.0
7.5,7.33,7.17,7.42,7.75,0,0,10.0,Brazil,7.42,7.83,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,82.42,,10.0
7.67,7.5,7.5,7.5,7.42,0,0,10.0,Guatemala,7.33,7.5,"December 18th, 2014",2013,0.1,the coffee source inc.,Arabica,10.0,82.42,,10.0
7.58,7.42,7.42,7.5,7.42,0,0,10.0,Mexico,7.58,7.5,"August 14th, 2014",2014,0.11,productos y servicios chilindron s.a. de c.v.,Arabica,10.0,82.42,,10.0
7.5,7.33,7.58,7.42,7.5,0,1,10.0,Brazil,7.42,7.67,"May 8th, 2014",2012,0.12,nucoffee,Arabica,10.0,82.42,,10.0
7.75,7.58,7.58,7.58,7.5,0,3,10.0,Peru,7.5,7.58,"January 21st, 2014",2013,0.0,dane loraas,Arabica,10.0,82.42,,9.33
7.5,7.25,7.25,7.5,7.42,0,0,10.0,Brazil,8.17,7.33,"December 30th, 2013",2013/2014,0.0,ipanema coffees,Arabica,10.0,82.42,,10.0
7.92,7.5,7.5,7.67,7.42,0,0,10.0,Mexico,7.5,7.58,"December 12th, 2013",2013,0.12,manuel herrera juarez,Arabica,10.0,82.42,,9.33
7.17,7.42,7.25,7.5,7.75,0,2,10.0,Honduras,7.67,7.67,"December 10th, 2013",2012,0.09,brent hall,Arabica,10.0,82.42,,10.0
7.5,7.33,7.67,7.5,7.58,0,9,10.0,Colombia,7.42,7.42,"May 31st, 2013",2013,0.11,racafe & cia s.c.a,Arabica,10.0,82.42,,10.0
7.67,7.42,7.5,7.58,7.42,0,5,10.0,Mexico,7.42,7.42,"March 29th, 2013",2013,0.12,nestor mendez gomez,Arabica,10.0,82.42,,10.0
7.42,7.5,7.42,7.5,7.58,0,2,10.0,Mexico,7.42,7.58,"September 11th, 2012",2012,0.13,jesus salazar velasco,Arabica,10.0,82.42,,10.0
7.58,7.33,7.42,7.5,7.5,0,9,10.0,Mexico,7.5,7.58,"September 10th, 2012",2012,0.14,"el equimite, cafetal biodinámico",Arabica,10.0,82.42,,10.0
7.58,7.25,7.75,7.33,7.58,0,1,10.0,Mexico,7.58,7.33,"August 31st, 2012",2012,0.13,manuel herrera juarez,Arabica,10.0,82.42,,10.0
7.5,7.33,7.5,7.5,7.5,0,0,10.0,Mexico,7.5,7.58,"July 25th, 2012",2012,0.11,dario cesar galeana sanchez,Arabica,10.0,82.42,,10.0
7.5,7.17,7.58,7.5,7.5,0,6,10.0,Mexico,7.58,7.58,"July 11th, 2012",2012,0.14,jose daniel cobilt castro,Arabica,10.0,82.42,,10.0
7.58,7.33,7.58,7.5,7.5,0,0,10.0,Mexico,7.58,7.33,"July 3rd, 2012",2012,0.11,alvaro quiros perez,Arabica,10.0,82.42,,10.0
7.42,7.33,7.67,7.33,7.58,0,4,10.0,Mexico,7.5,7.58,"June 6th, 2012",2012,0.13,olivia hernandez virves,Arabica,10.0,82.42,,10.0
7.67,7.42,7.83,7.33,7.17,0,0,10.0,Mexico,7.5,7.5,"April 9th, 2012",2012,0.12,finca las nieves,Arabica,10.0,82.42,,10.0
7.42,7.25,7.67,7.67,7.5,0,2,10.0,Colombia,7.58,7.33,"January 31st, 2012",2012,0.0,carcafe ltda ci,Arabica,10.0,82.42,,10.0
7.42,7.42,7.75,7.42,7.5,0,2,10.0,Brazil,7.42,7.5,"January 23rd, 2012",2012,0.11,nucoffee,Arabica,10.0,82.42,,10.0
7.58,7.17,7.33,7.58,7.42,0,2,10.0,Colombia,7.75,7.58,"December 22nd, 2011",2011,0.0,exportadora de cafe condor s.a,Arabica,10.0,82.42,,10.0
7.25,7.42,7.58,7.83,7.58,0,1,10.0,Colombia,7.5,7.25,"September 22nd, 2011",3T/2011,0.02,exportadora de cafe condor s.a,Arabica,10.0,82.42,,10.0
7.5,7.33,7.5,7.42,7.42,0,8,10.0,Honduras,7.58,7.58,"April 6th, 2017",2017,0.1,bismarck castro,Arabica,10.0,82.33,,10.0
7.33,7.5,7.33,7.5,7.5,0,11,10.0,Brazil,7.67,7.5,"February 9th, 2017",2016,0.11,pedro santos e silva,Arabica,10.0,82.33,,10.0
7.5,7.42,7.42,7.58,7.5,0,14,10.0,Brazil,7.5,7.42,"October 13th, 2016",2016 / 2017,0.11,gabriel barbara,Arabica,10.0,82.33,,10.0
7.5,7.42,7.5,7.5,7.42,0,3,10.0,Brazil,7.5,7.5,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,82.33,,10.0
7.25,7.25,7.75,7.67,7.42,6,3,10.0,Costa Rica,7.5,7.5,"July 15th, 2016",2015,0.1,"ceca, s.a.",Arabica,10.0,82.33,,10.0
7.5,7.5,7.75,7.58,7.33,0,0,10.0,Costa Rica,7.33,7.33,"May 17th, 2016",2015,0.0,rodrigo soto,Arabica,10.0,82.33,,10.0
7.5,7.42,7.5,7.42,7.42,0,2,10.0,China,7.5,7.58,"April 5th, 2016",2015,0.12,yunnan coffee exchange,Arabica,10.0,82.33,,10.0
8.33,7.25,8.25,8.08,8.17,0,0,6.67,Brazil,7.75,7.83,"October 8th, 2015",2015/2016,0.07,ipanema coffees,Arabica,10.0,82.33,,10.0
7.42,7.5,7.42,7.58,7.5,0,10,10.0,Brazil,7.42,7.5,"April 20th, 2015",2015,0.11,bourbon specialty coffees,Arabica,10.0,82.33,,10.0
7.83,7.17,7.5,7.5,7.5,0,6,10.0,Guatemala,7.42,7.42,"March 10th, 2015",2015,0.1,juan luis alvarado romero,Arabica,10.0,82.33,,10.0
7.58,7.42,7.33,7.5,7.33,0,0,10.0,Malawi,7.58,7.58,"November 4th, 2014",2014,0.12,afca,Arabica,10.0,82.33,,10.0
8.08,7.67,7.75,8.0,8.08,0,0,10.0,Brazil,8.0,8.08,"October 15th, 2014",2014/2015,0.11,ipanema coffees,Arabica,6.67,82.33,,10.0
7.58,7.5,7.58,7.5,7.75,0,3,10.0,Guatemala,7.42,7.67,"June 10th, 2014",2014,0.12,juan luis alvarado romero,Arabica,10.0,82.33,,9.33
7.5,7.42,7.33,7.5,7.5,0,0,10.0,Mexico,7.5,7.58,"April 2nd, 2014",2014,0.11,dane loraas,Arabica,10.0,82.33,,10.0
7.17,7.5,7.42,8.33,7.08,0,2,10.0,Colombia,7.5,7.33,"January 21st, 2014",2013,0.1,the coffee source inc.,Arabica,10.0,82.33,,10.0
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Taiwan,7.33,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.33,,10.0
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Taiwan,7.33,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.33,,10.0
7.5,7.58,7.5,7.58,7.5,2,1,10.0,Guatemala,7.25,7.42,"July 16th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,82.33,,10.0
7.5,7.5,7.5,7.58,7.5,0,1,10.0,Colombia,7.33,7.42,"June 21st, 2013",2013,0.0,exportadora de cafe condor s.a,Arabica,10.0,82.33,,10.0
7.5,7.42,7.67,7.42,7.42,0,3,10.0,Mexico,7.42,7.5,"March 15th, 2013",2013,0.12,alfredo bojalil,Arabica,10.0,82.33,,10.0
7.75,7.25,7.92,7.58,7.92,0,14,9.33,Costa Rica,7.67,7.58,"October 9th, 2012",2012,0.0,michael gavina,Arabica,10.0,82.33,,9.33
7.67,7.33,7.67,7.33,7.5,0,3,10.0,Guatemala,7.33,7.5,"October 5th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,82.33,,10.0
7.33,7.58,7.58,7.58,7.0,1,8,10.0,Mexico,7.58,7.67,"September 27th, 2012",2012,0.15,saul m. hernandez ramirez,Arabica,10.0,82.33,,10.0
7.58,7.5,7.67,7.5,7.5,0,9,10.0,Mexico,7.0,7.58,"August 31st, 2012",2012,0.13,manuel herrera juarez,Arabica,10.0,82.33,,10.0
7.5,7.33,7.5,7.5,7.33,2,5,10.0,Guatemala,7.5,7.67,"May 23rd, 2012",2012,0.1,juan luis alvarado romero,Arabica,10.0,82.33,,10.0
7.5,7.42,7.58,7.42,7.5,0,2,10.0,Brazil,7.42,7.5,"April 11th, 2012",2012,0.12,nucoffee,Arabica,10.0,82.33,,10.0
7.33,7.33,8.0,7.67,7.08,0,0,10.0,Mexico,7.83,7.75,"March 5th, 2012",2012,0.11,maria luisa del carmen rojas narvaez,Arabica,10.0,82.33,,9.33
7.58,7.25,7.58,7.5,7.42,0,2,10.0,Brazil,7.42,7.58,"February 17th, 2012",2012,0.11,nucoffee,Arabica,10.0,82.33,,10.0
7.25,7.33,7.83,7.42,7.58,0,0,10.0,Colombia,7.33,7.58,"January 31st, 2012",2012,0.0,carcafe ltda ci,Arabica,10.0,82.33,,10.0
7.42,7.25,7.58,7.33,7.67,2,10,10.0,Brazil,7.5,7.5,"November 15th, 2017",,0.09,klem organics,Arabica,10.0,82.25,,10.0
7.17,7.0,7.0,7.0,7.0,0,0,10.0,Taiwan,10.0,7.08,"February 13th, 2017",2016/2017,0.1,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.25,,10.0
7.67,7.25,7.67,7.42,7.42,0,2,10.0,Guatemala,7.33,7.5,"August 31st, 2016",2016,0.11,juan luis alvarado romero,Arabica,10.0,82.25,,10.0
7.08,7.5,7.42,7.42,7.5,0,9,10.0,Brazil,7.67,7.67,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,82.25,,10.0
7.67,7.5,7.58,8.42,7.83,0,0,9.33,El Salvador,7.58,7.67,"July 8th, 2015",2014,0.12,consejo salvadoreño del café,Arabica,9.33,82.25,,9.33
7.58,7.42,7.58,7.42,7.42,0,2,10.0,Honduras,7.33,7.5,"April 15th, 2015",2015,0.11,cadexsa,Arabica,10.0,82.25,,10.0
7.42,7.33,7.58,7.5,7.58,0,0,10.0,Malawi,7.42,7.42,"November 4th, 2014",2014,0.13,afca,Arabica,10.0,82.25,,10.0
7.42,7.42,7.75,7.33,7.33,0,0,10.0,Brazil,7.42,7.58,"October 16th, 2014",2014/2015,0.11,ipanema coffees,Arabica,10.0,82.25,,10.0
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Taiwan,7.25,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.25,,10.0
7.42,7.42,7.58,7.42,7.42,0,4,10.0,Mexico,7.42,7.58,"July 19th, 2013",2013,0.12,jesus carlos cardenas valdivia,Arabica,10.0,82.25,,10.0
7.67,7.5,7.33,7.42,7.5,0,1,10.0,United States (Hawaii),7.42,7.42,"May 3rd, 2013",2013,0.0,kona pacific farmers cooperative,Arabica,10.0,82.25,,10.0
7.17,7.5,7.58,7.42,7.42,3,8,10.0,Mexico,7.58,7.58,"September 27th, 2012",2012,0.16,saul m. hernandez ramirez,Arabica,10.0,82.25,,10.0
7.58,7.33,7.5,7.33,7.67,0,2,10.0,Guatemala,7.33,7.5,"September 19th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,82.25,,10.0
7.67,7.42,7.5,7.42,7.33,0,3,10.0,Mexico,7.33,7.58,"August 31st, 2012",2012,0.13,manuel herrera juarez,Arabica,10.0,82.25,,10.0
7.5,7.33,7.67,7.42,7.42,0,13,10.0,Mexico,7.33,7.58,"August 30th, 2012",2012,0.12,guillermo rojas saldana,Arabica,10.0,82.25,,10.0
7.5,7.33,7.75,7.5,7.5,2,5,10.0,El Salvador,7.33,7.33,"August 21st, 2012",2012,0.0,adam kline,Arabica,10.0,82.25,,10.0
7.67,7.42,7.33,7.5,7.33,0,0,10.0,Mexico,7.42,7.58,"July 11th, 2012",2012,0.11,sergio de la vequia bernardi,Arabica,10.0,82.25,,10.0
7.58,7.42,7.42,7.5,7.42,0,3,10.0,Mexico,7.42,7.5,"April 2nd, 2012",2012,0.1,organizaciones de productores de cafe colimense,Arabica,10.0,82.25,,10.0
7.33,7.67,7.5,7.33,7.58,0,1,10.0,Colombia,7.42,7.42,"February 22nd, 2012",2012,0.12,exportadora de cafe condor s.a,Arabica,10.0,82.25,,10.0
7.33,7.33,7.67,7.5,7.5,0,0,10.0,Colombia,7.58,7.33,"February 9th, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,82.25,,10.0
7.0,7.42,7.67,7.58,7.5,0,1,10.0,Brazil,7.5,7.58,"January 23rd, 2012",2012,0.12,nucoffee,Arabica,10.0,82.25,,10.0
7.25,7.58,7.17,7.67,7.58,0,2,10.0,Colombia,7.75,7.25,"March 1st, 2011",,0.22,racafe & cia s.c.a,Arabica,10.0,82.25,,10.0
7.42,7.5,7.42,7.5,7.42,0,5,10.0,Brazil,7.5,7.42,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,82.17,,10.0
7.42,7.17,7.5,7.5,7.5,0,2,10.0,Honduras,7.58,7.5,"June 9th, 2016",2015,0.11,bismarck castro,Arabica,10.0,82.17,,10.0
7.42,7.33,7.5,7.42,7.5,0,1,10.0,Nicaragua,7.5,7.5,"March 15th, 2016",,0.1,"bencafe, s. a.",Arabica,10.0,82.17,,10.0
7.33,7.42,7.58,7.42,7.5,1,6,10.0,"Tanzania, United Republic Of",7.5,7.42,"November 16th, 2015",2015,0.13,langiro farm group,Arabica,10.0,82.17,,10.0
7.5,7.42,7.42,7.33,7.5,0,1,10.0,"Tanzania, United Republic Of",7.58,7.42,"October 20th, 2015",2015/2016,0.12,ibero coffee trading co (t) ltd,Arabica,10.0,82.17,,10.0
7.33,7.42,6.92,7.5,7.83,0,1,10.0,Brazil,7.58,7.58,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,82.17,,10.0
7.75,7.17,7.42,7.67,7.25,0,0,10.0,Thailand,7.5,7.42,"June 9th, 2015",2014,0.12,doi tung development project,Arabica,10.0,82.17,,10.0
7.42,7.25,7.67,7.42,7.58,0,2,10.0,Honduras,7.33,7.5,"April 15th, 2015",2015,0.11,cadexsa,Arabica,10.0,82.17,,10.0
7.5,7.5,7.42,7.5,7.42,0,4,10.0,Guatemala,7.42,7.42,"March 21st, 2015",2014,0.09,essencecoffee,Arabica,10.0,82.17,,10.0
7.25,7.42,7.58,7.42,7.5,0,1,10.0,Brazil,7.5,7.5,"January 15th, 2015",2014,0.12,bourbon specialty coffees,Arabica,10.0,82.17,,10.0
7.58,7.42,7.75,7.42,7.33,0,1,10.0,"Tanzania, United Republic Of",7.25,7.42,"December 15th, 2014",2014,0.12,tembo coffee company ltd,Arabica,10.0,82.17,,10.0
7.42,7.17,7.42,8.17,7.33,0,0,10.0,Mexico,7.33,7.33,"July 15th, 2014",2013,0.12,j.andrade,Arabica,10.0,82.17,,10.0
7.42,7.33,7.5,7.42,7.5,1,1,10.0,Mexico,7.5,7.5,"April 10th, 2014",2013,0.1,lusso lab,Arabica,10.0,82.17,,10.0
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Taiwan,7.17,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.17,,10.0
7.17,7.5,7.67,7.58,7.17,0,0,10.0,Taiwan,7.58,7.5,"May 29th, 2013",2012,0.0,"lin, che-hao krude 林哲豪",Arabica,10.0,82.17,,10.0
7.58,7.25,7.33,7.5,7.75,0,1,10.0,Colombia,7.5,7.25,"March 20th, 2013",2013,0.0,exportadora de cafe condor s.a,Arabica,10.0,82.17,,10.0
7.5,7.0,7.5,7.5,7.33,1,9,10.0,Mexico,7.67,7.67,"September 27th, 2012",2012,0.15,saul m. hernandez ramirez,Arabica,10.0,82.17,,10.0
7.75,7.0,7.25,7.75,8.17,0,2,10.0,Guatemala,7.17,7.75,"August 2nd, 2012",2012,0.12,the coffee source inc.,Arabica,9.33,82.17,,10.0
7.5,7.25,7.5,7.33,7.5,0,4,10.0,Mexico,7.5,7.58,"July 11th, 2012",2012,0.12,salvador caro carrion,Arabica,10.0,82.17,,10.0
7.5,7.5,7.0,7.5,7.42,0,1,10.0,Mexico,7.58,7.67,"July 2nd, 2012",2012,0.1,organizaciones de productores de cafe colimense,Arabica,10.0,82.17,,10.0
7.17,7.42,7.58,7.75,7.17,0,0,10.0,Colombia,7.42,7.67,"February 9th, 2011",4T/10,0.08,exportadora de cafe condor s.a,Arabica,10.0,82.17,,10.0
7.42,7.42,7.5,7.42,7.5,0,3,10.0,Indonesia,7.33,7.5,"August 3rd, 2017",2017,0.15,sanjava coffee,Arabica,10.0,82.08,,10.0
7.67,7.42,7.75,7.58,7.83,0,6,9.33,Colombia,7.58,7.58,"February 20th, 2017",2016,0.0,raúl vargas,Arabica,10.0,82.08,,9.33
7.5,7.42,7.42,7.25,7.42,0,3,10.0,Brazil,7.5,7.58,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,82.08,,10.0
7.58,7.58,7.25,7.92,7.25,0,1,10.0,Brazil,7.25,7.25,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,82.08,,10.0
7.25,7.42,7.75,7.42,7.17,0,0,10.0,Costa Rica,7.67,7.42,"April 10th, 2015",2015,0.0,"cafetalera internacional cafinter, s.a.",Arabica,10.0,82.08,,10.0
7.42,7.42,7.42,7.58,7.5,0,5,10.0,"Tanzania, United Republic Of",7.42,7.33,"March 25th, 2015",2014,0.12,balam hinyula,Arabica,10.0,82.08,,10.0
7.33,7.5,7.42,7.5,7.33,0,3,10.0,"Tanzania, United Republic Of",7.5,7.5,"January 8th, 2015",2014,0.12,ngorogoro convenant estate,Arabica,10.0,82.08,,10.0
7.42,7.42,7.5,7.42,7.67,1,0,10.0,Colombia,7.25,7.42,"September 12th, 2014",2013,0.11,cafe politico,Arabica,10.0,82.08,,10.0
